cg00000734,CNBP
cg23937633,ARHGAP26
cg23938213,FOXO1
cg23938220,APC
cg23938496,MAML2
cg23940169,ATF1
cg23942995,TRRAP
cg23945952,CRTC1
cg23950157,COL1A1
cg23950223,PRDM16
cg23951816,TCF7L2
cg23954057,QKI
cg23954847,TFE3
cg23956966,HEY1
cg23963476,SMARCA4
cg23964820,NRG1
cg23965590,CBL
cg23967461,ACVR1
cg23972860,CAMTA1
cg23973524,CRTC1
cg23977453,VHL
cg23977821,C2orf44
cg23977954,PDE4DIP
cg23987257,PRDM16
cg23989635,CDH1
cg23991413,PDE4DIP
cg23992697,FBXW7
cg23992886,MET
cg23993438,ETV4
cg23994303,LASP1
cg23994692,EML4
cg23997339,BCL9
cg23999080,PRDM16
cg24003508,KLF6
cg24003749,PRDM16
cg24008238,MLLT4
cg24011198,GOLGA5
cg24011408,COL2A1
cg24012034,ETNK1
cg24018760,CCND2
cg24020398,CCND1
cg24025567,CUX1
cg24027342,ATM
cg24030864,MLLT1
cg24032190,SMAD3
cg24032214,CNOT3
cg24032304,PTPN11
cg24033330,MAFB
cg24035229,BCORL1
cg24035962,NCOA4
cg24038745,POU5F1
cg24039780,PBX1
cg24040346,PRDM1
cg24041799,MTOR
cg24043307,ATF1
cg24045378,PRDM16
cg24045935,MKL1
cg24046888,EPAS1
cg24049888,POU2AF1
cg24052964,ARHGAP26
cg24053163,TRIP11
cg24055525,SRC
cg24057718,AFF3
cg24058407,GNAS
cg24059741,JUN
cg24065690,PTK6
cg24069048,SDHA
cg24073022,TAL2
cg24073994,RARA
cg24074253,TRIP11
cg24078828,WWTR1
cg24079727,TCF12
cg24083302,RNF213
cg24085606,SPEN
cg24085885,CRTC1
cg24086751,FAT1
cg24087447,POLE
cg24088496,MAML2
cg24091162,CD79B
cg24092914,VHL
cg24094200,NCOR2
cg24094550,HOXC13
cg24096745,FLT4
cg24097241,FOXP1
cg24105280,ZNF384
cg24107453,CAMTA1
cg24111516,GPHN
cg24114458,CDK6
cg24116687,PRDM1
cg24117315,CAMTA1
cg24120800,TFG
cg24123824,ARHGAP26
cg24123854,LPP
cg24130561,DICER1
cg24131141,TERT
cg24134304,B2M
cg24135615,LASP1
cg24137710,CUX1
cg24139720,MDM4
cg24145210,NPM1
cg24145685,STK11
cg24151229,GOLGA5
cg24154333,ARID1B
cg24155739,PRDM16
cg24156613,BCOR
cg24158307,DICER1
cg24158452,STAT5B
cg24158482,MSI2
cg24160582,TSHR
cg24162051,NFATC2
cg24166864,WIF1
cg24168924,BCL11B
cg24171239,DDX10
cg24178740,FEV
cg24179483,NPM1
cg24182603,SH2B3
cg24182998,MALT1
cg24183173,BCOR
cg24183566,CUX1
cg24194093,NCOR1
cg24194650,NUMA1
cg24197567,MET
cg24200083,CLTCL1
cg24200175,PICALM
cg24201805,TCF3
cg24203315,CCND1
cg24204556,MAPK1
cg24207108,TRRAP
cg24208604,CBFA2T3
cg24208785,BCOR
cg24217948,SETBP1
cg24219308,MSI2
cg24223075,CBL
cg24232030,MLLT1
cg24234850,GOPC
cg24244270,BCR
cg24249778,PDGFRA
cg24249925,DDR2
cg24251942,NTRK3
cg24256745,PRDM16
cg24257168,CUX1
cg24258108,WHSC1L1
cg24258705,MET
cg24261767,FAT1
cg24264674,LMO1
cg24266624,POLE
cg24268966,HMGA2
cg24272902,PIK3CA
cg24276151,ASPSCR1
cg24276988,GNAS
cg24279017,ETV6
cg24283804,POLE
cg24287110,KLF6
cg24293976,SH2B3
cg24294819,RAD21
cg24294989,CAMTA1
cg24295653,FHIT
cg24298696,PRDM16
cg24300981,PRDM16
cg24307292,BCL9
cg24310785,QKI
cg24310924,TRRAP
cg24312520,STAT3
cg24319508,IRF4
cg24321706,TGFBR2
cg24322623,MYOD1
cg24323328,ERC1
cg24324379,IDH1
cg24325551,WT1
cg24326501,CAMTA1
cg24328964,DAXX
cg24329141,ABI1
cg24332422,APC
cg24332577,SALL4
cg24335751,PRDM16
cg24336374,RUNX1
cg24337359,FAT1
cg24341556,RBM15
cg24341615,FSTL3
cg24342013,RB1
cg24342051,CACNA1D
cg24344221,SFPQ
cg24345260,CARD11
cg24346429,GNAS
cg24350392,LASP1
cg24351262,NFATC2
cg24351767,EWSR1
cg24354924,DAXX
cg24359926,SETD2
cg24361098,BCL11A
cg24361212,NIN
cg24366168,GNA11
cg24366913,XPO1
cg24376434,PRRX1
cg24377330,WWTR1
cg24379252,PAX7
cg24384816,SRC
cg24387864,CCND1
cg24389102,PTPRK
cg24392479,ASPSCR1
cg24395386,PRDM16
cg24402183,RNF213
cg24404878,CARD11
cg24410214,CASP8
cg24410535,FAT1
cg24413314,SUZ12
cg24415278,DDX10
cg24418792,NFKB2
cg24419164,CCND1
cg24420432,CUX1
cg24420680,LMO2
cg24423424,MYH9
cg24425342,GNA11
cg24425829,JUN
cg24432389,NCOR2
cg24443136,ATP2B3
cg24443925,NCOR1
cg24446009,NCOR2
cg24449302,MAP2K1
cg24451653,SUFU
cg24451888,AFF1
cg24452821,ZBTB16
cg24454143,FLT3
cg24455634,CAMTA1
cg24458896,MECOM
cg24460544,PRDM16
cg24460563,EPAS1
cg24461063,NCOR2
cg24462849,NCOR2
cg24463290,TCF7L2
cg24463664,WHSC1L1
cg24466109,FIP1L1
cg24466229,NRG1
cg24467291,CLIP1
cg24470447,RSPO3
cg24475744,DNM2
cg24476103,RUNX1T1
cg24477315,PBX1
cg24480515,RAC1
cg24480577,PTK6
cg24480810,POLE
cg24482389,ZNF331
cg24483487,RANBP2
cg24486867,ACVR1
cg24489237,PBX1
cg24490154,BCORL1
cg24490279,PRDM16
cg24490338,TPM3
cg24491576,POT1
cg24492778,TCF12
cg24496586,DAXX
cg24498500,FAM46C
cg24498636,DAXX
cg24499605,PRDM16
cg24500398,RABEP1
cg24501872,CAMTA1
cg24504954,FHIT
cg24506533,RAF1
cg24508310,BCOR
cg24512973,MUC1
cg24513014,CAMTA1
cg24513224,GAS7
cg24513381,PRRX1
cg24513883,DAXX
cg24514678,PRDM16
cg24522076,FOXO4
cg24523591,PIK3CA
cg24524013,GAS7
cg24526587,PBX1
cg24528604,PICALM
cg24529392,ABL2
cg24529814,PRDM16
cg24536624,NCOA2
cg24536824,FLT4
cg24540710,COL1A1
cg24542126,ARID1A
cg24542230,RNF213
cg24544309,ARID1A
cg24545466,LMO2
cg24546083,TPM3
cg24548564,CD74
cg24549020,MAP3K1
cg24549639,MDM2
cg24551420,AFF1
cg24553235,AFF3
cg24559044,ARHGAP26
cg24561411,TRRAP
cg24561661,HOXD11
cg24562066,FEV
cg24566217,ARHGEF12
cg24567591,CREBBP
cg24572400,CARD11
cg24576804,FLT4
cg24579970,CAMTA1
cg24580035,HLA-A
cg24580106,XPO1
cg24583131,DEK
cg24583770,QKI
cg24587208,MAML2
cg24591398,LMNA
cg24591861,MAP2K1
cg24593231,ATR
cg24612696,PRDM16
cg24612991,FOXO1
cg24618413,BCOR
cg24621972,PAX3
cg24622439,ERBB4
cg24626079,CCND2
cg24626411,RNF213
cg24626542,NCOR2
cg24627299,MET
cg24628816,CAMTA1
cg24629455,PRDM16
cg24629941,CUX1
cg24631609,NCOR2
cg24631870,ATR
cg24631920,DDX10
cg24633978,HOXD11
cg24634746,CAMTA1
cg24638766,BRAF
cg24641193,PRDM16
cg24642064,PRDM16
cg24644201,CREB3L1
cg24645149,PRDM16
cg24645896,BCL9
cg24650353,HIP1
cg24657085,ERBB2
cg24662698,PAX7
cg24663541,PRDM16
cg24664275,MECOM
cg24666276,MYC
cg24672310,GATA1
cg24677268,XPO1
cg24678113,PRDM16
cg24679082,ETV4
cg24679453,PRDM16
cg24680497,PRDM16
cg24680852,TCF3
cg24682449,PRDM16
cg24684349,CCND3
cg24685998,LRIG3
cg24693341,PHOX2B
cg24693436,CARD11
cg24694329,CRTC1
cg24697433,TRIM27
cg24697460,NCOR2
cg24701772,EPS15
cg24703661,CD79A
cg24703804,MDM2
cg24706505,LYL1
cg24707200,NTRK1
cg24711224,NSD1
cg24714147,DNAJB1
cg24716042,AFF3
cg24717898,FAT1
cg24718015,STAT3
cg24719489,PBX1
cg24719601,PHOX2B
cg24719910,TGFBR2
cg24723373,EGFR
cg24727216,ASXL1
cg24728112,DAXX
cg24729879,IL6ST
cg24732344,CREB3L2
cg24736543,PTPN11
cg24737612,DEK
cg24740531,BCL2
cg24741666,PRDM16
cg24746677,CUX1
cg24748945,MAP2K2
cg24749947,ACVR1
cg24751934,DDX3X
cg24761863,BCORL1
cg24764793,ESR1
cg24764979,GRIN2A
cg24765079,CDH1
cg24766840,NCOR2
cg24768002,MAML2
cg24768649,ERBB4
cg24769167,STK11
cg24771349,BCL6
cg24776019,SETD2
cg24776736,HMGA2
cg24776880,SETBP1
cg24778130,CAMTA1
cg24783019,TCF12
cg24784129,TCF12
cg24785532,HEY1
cg24788483,TCF7L2
cg24788860,AFF1
cg24791360,TOP1
cg24792658,FAT1
cg24793124,PRDM1
cg24796403,FHIT
cg24796554,FLI1
cg24797187,AFF3
cg24797508,PIK3R1
cg24799620,PDGFRA
cg24800754,MLLT1
cg24807106,RSPO2
cg24807850,PRDM16
cg24808412,PDE4DIP
cg24812837,TLX1
cg24820270,FAT1
cg24825027,CREB3L1
cg24825276,CLIP1
cg24826355,KIF5B
cg24828864,FGFR1
cg24829778,PAX3
cg24833566,FAT1
cg24835159,RNF43
cg24836826,NCOR2
cg24837397,CUX1
cg24842967,LMNA
cg24844717,CAMTA1
cg24847169,LMO1
cg24848349,MECOM
cg24851249,CAMTA1
cg24851370,PRDM16
cg24852756,CRTC1
cg24856922,ATR
cg24857609,NCOA2
cg24858665,FOXO1
cg24861253,TCF7L2
cg24863624,MTOR
cg24864984,FOXP1
cg24866203,JAK1
cg24867302,KIT
cg24867618,NTRK1
cg24868122,ARHGAP26
cg24870662,TPM4
cg24873695,PRDM16
cg24874254,PRDM1
cg24874749,MITF
cg24875000,PAX7
cg24876577,CAMTA1
cg24878051,PRDM16
cg24878483,LRP1B
cg24879939,PRDM16
cg24881420,TLX3
cg24881558,TERT
cg24882097,BIRC3
cg24882332,LASP1
cg24884887,NRAS
cg24890023,XPO1
cg24890045,FAT1
cg24892571,HMGA2
cg24892871,KEAP1
cg24896366,JAK3
cg24900983,ESR1
cg24901042,TMPRSS2
cg24903376,STIL
cg24903893,EBF1
cg24904935,PPM1D
cg24906926,SH3GL1
cg24908166,TERT
cg24911827,CLTCL1
cg24913349,LIFR
cg24914355,HOXD13
cg24923526,SH3GL1
cg24924358,LCK
cg24927465,MLLT1
cg24928938,SH3GL1
cg24930197,CTNNB1
cg24931138,TERT
cg24932289,BCOR
cg24933605,ATIC
cg24936630,DDX10
cg24937706,RB1
cg24939838,PRDM16
cg24940706,TCF3
cg24946133,JUN
cg24946597,NRG1
cg24947615,U2AF1
cg24952959,TGFBR2
cg24954684,CLIP1
cg24956391,SRC
cg24957657,RARA
cg24961286,SMAD3
cg24961795,PLCG1
cg24962544,ARID1B
cg24968176,TRRAP
cg24968931,PRDM16
cg24974009,CARD11
cg24975638,CUX1
cg24975642,NCOR2
cg24979233,FGFR3
cg24980458,FOXP1
cg24983248,SETBP1
cg24985300,KDM5C
cg24990317,NCOR2
cg24990422,TRIM27
cg24990612,PDGFB
cg24995652,IDH2
cg24995904,NRG1
cg24996565,TCL1A
cg24997677,FAT1
cg24999973,CAMTA1
cg25003534,CAMTA1
cg25004385,BCL9
cg25005357,TCF12
cg25008444,PIK3R1
cg25008795,PRDM16
cg25009842,ARID1B
cg25009965,ZBTB16
cg25010400,MECOM
cg25010762,TET2
cg25012434,PTPRK
cg25015867,ZNF521
cg25015912,STIL
cg25020286,PAX7
cg25020373,JAK1
cg25023198,RNF213
cg25023245,AXIN1
cg25023600,CRTC3
cg25026926,COL1A1
cg25028035,CCND3
cg25031777,PBX1
cg25035320,PTPRK
cg25038283,MYO5A
cg25039158,SND1
cg25044635,DNMT3A
cg25047001,GRIN2A
cg25050565,NRG1
cg25052156,FGFR2
cg25052274,PRDM16
cg25052374,CANT1
cg25054581,MAP2K4
cg25058261,TBX3
cg25059899,BCL2
cg25060573,CCND1
cg25061304,BCL11B
cg25062542,ATP1A1
cg25064395,PDGFRA
cg25065535,IL2
cg25067636,UBR5
cg25072766,CARS
cg25073137,CASP8
cg25074809,MYCN
cg25075644,MALT1
cg25080152,MYC
cg25085925,AR
cg25091228,PIK3R1
cg25091820,CCNB1IP1
cg25094569,WT1
cg25095612,NFKB2
cg25095814,CASP8
cg25095848,TSHR
cg25096282,DNMT3A
cg25098644,SUZ12
cg25101936,ZBTB16
cg25103007,LMO1
cg25103286,PBRM1
cg25103419,ERC1
cg25106791,CARD11
cg25107077,SMARCD1
cg25107608,TPM3
cg25110734,PDGFRB
cg25113767,NCOR2
cg25116216,GAS7
cg25122369,MECOM
cg25123881,FAT1
cg25124605,BCORL1
cg25124739,EPAS1
cg25124956,FAT1
cg25126456,CCND2
cg25127444,HOXA13
cg25129985,MITF
cg25130962,GNAS
cg25131247,DDX6
cg25132226,USP8
cg25132230,PTPRC
cg25132484,CAMTA1
cg25132772,CAMTA1
cg25134134,NIN
cg25135555,GAS7
cg25136408,RABEP1
cg25137590,FBXW7
cg25139596,C2orf44
cg25140370,IRF4
cg25142010,EBF1
cg25143070,JAK1
cg25143652,PTK6
cg25147601,EZR
cg25148025,PBX1
cg25148456,MAP3K1
cg25150520,PRDM16
cg25151498,ETV5
cg25153629,PRDM16
cg25155006,PIM1
cg25156198,CDK6
cg25156485,MSN
cg25157874,QKI
cg25157914,STAT6
cg25160829,ROS1
cg25161926,TFG
cg25162588,SETBP1
cg25174290,CARS
cg25184664,C2orf44
cg25187622,ATP1A1
cg25188395,HOXA9
cg25192081,JAK1
cg25195415,PIK3R1
cg25196088,CAMTA1
cg25198579,SMAD3
cg25202269,CAMTA1
cg25204078,BRAF
cg25204988,NF1
cg25207224,HMGA1
cg25208291,MECOM
cg25212762,MLH1
cg25217257,POLE
cg25218905,BTG1
cg25225655,MSI2
cg25229470,GATA2
cg25230074,NRG1
cg25232510,NDRG1
cg25237720,MAP2K4
cg25239586,CARS
cg25242756,ARHGEF12
cg25243385,SMARCA4
cg25244102,IDH2
cg25256141,CUX1
cg25261191,CUX1
cg25264265,MAP3K13
cg25266629,TLX1
cg25267808,MAML2
cg25268435,NFE2L2
cg25270429,C2orf44
cg25281849,SND1
cg25284397,CDK6
cg25285433,SLC34A2
cg25288807,MLLT6
cg25289431,USP6
cg25291387,HLA-A
cg25293251,GOLGA5
cg25294906,FGFR2
cg25299176,YWHAE
cg25299676,MET
cg25300234,ERBB4
cg25301649,MAML2
cg25301756,FGFR3
cg25308079,GNAS
cg25308086,PRDM16
cg25308738,ARNT
cg25311271,EGFR
cg25317315,PDE4DIP
cg25321720,BCR
cg25324601,NT5C2
cg25325512,PIM1
cg25327247,SH3GL1
cg25328795,PTPRK
cg25330147,SND1
cg25330422,STAT3
cg25330773,FGFR1OP
cg25333183,ARID1B
cg25333225,AKT2
cg25335440,CUX1
cg25338972,ESR1
cg25340674,PDE4DIP
cg25345659,CAMTA1
cg25346117,ATP1A1
cg25349034,WWTR1
cg25349768,PRDM16
cg25350306,AFF3
cg25352342,FAT1
cg25353384,TERT
cg25353930,NRG1
cg25353990,EBF1
cg25354918,AFF3
cg25355904,CUX1
cg25356639,FOXP1
cg25362050,RARA
cg25362585,PRDM16
cg25363679,PTPRB
cg25365518,GAS7
cg25367568,GNAS
cg25368212,SSX1
cg25372239,PRDM16
cg25373624,MSI2
cg25373630,BCL2
cg25378792,POLE
cg25379762,GAS7
cg25381711,ZNF521
cg25381775,RPL22
cg25382214,PRDM16
cg25382472,STIL
cg25390063,HMGA2
cg25392269,CALR
cg25392970,CDK6
cg25395108,FGFR1OP
cg25395653,CCND1
cg25397191,PRKACA
cg25404597,MYO5A
cg25405787,LASP1
cg25407227,ZNF331
cg25407972,CBL
cg25409185,ZNF331
cg25410636,BCR
cg25411239,PRDM16
cg25416363,RBM15
cg25422422,NRG1
cg25425078,CCND2
cg25431463,SRC
cg25437531,LMO2
cg25438683,GNAS
cg25438762,TGFBR2
cg25439479,RUNX1T1
cg25440811,PDGFRB
cg25444339,HIP1
cg25444386,KDR
cg25445431,CUX1
cg25446808,SMAD2
cg25449924,NCOR2
cg25454116,CCND2
cg25454546,PCM1
cg25454755,NR4A3
cg25457604,FOXP1
cg25468064,PTPRK
cg25471413,UBR5
cg25477769,HNF1A
cg25479682,MAP3K13
cg25480121,PRDM16
cg25481160,FOXP1
cg25486145,CRTC1
cg25490334,ESR1
cg25490483,CUX1
cg25494395,FLT4
cg25497877,BRCA2
cg25499687,PHF6
cg25499897,CLIP1
cg25508319,KCNJ5
cg25510610,WHSC1L1
cg25515639,RNF213
cg25515991,FLT4
cg25518571,TERT
cg25525825,TRIM27
cg25527882,TFEB
cg25534244,HLF
cg25535789,MLLT1
cg25538342,AR
cg25538376,ZNF331
cg25539131,VHL
cg25540579,TCF3
cg25547520,SMAD3
cg25548869,HLA-A
cg25551287,SLC45A3
cg25554283,AXIN2
cg25555137,BCR
cg25557280,MET
cg25558027,GAS7
cg25561291,SH3GL1
cg25561382,CRTC1
cg25564733,ZNF331
cg25565730,ESR1
cg25566507,JAK3
cg25568337,ARID1B
cg25569582,BRD3
cg25570495,SALL4
cg25571414,SLC34A2
cg25576282,TRIM27
cg25577489,ZBTB16
cg25578225,PTPRK
cg25579356,HIF1A
cg25582353,ERBB2
cg25586361,WT1
cg25589651,TRIM27
cg25592206,CDKN2C
cg25593380,PDE4DIP
cg25593560,TPM4
cg25593954,SPOP
cg25594736,SMAD3
cg25594980,ABL2
cg25601319,ARID1A
cg25604082,RET
cg25605038,SUFU
cg25605731,CALR
cg25607155,WHSC1
cg25611369,CCND1
cg25611443,ELK4
cg25613180,PDGFRB
cg25613251,JUN
cg25614701,RARA
cg25618424,PRDM16
cg25618513,FBXW7
cg25619303,BCOR
cg25623339,TBX3
cg25623468,RAD21
cg25623545,JAK3
cg25625600,CAMTA1
cg25625860,PPM1D
cg25626312,CREB3L1
cg25630514,GATA3
cg25632093,NF2
cg25634545,NFKB2
cg25637655,HLA-A
cg25641025,TERT
cg25642825,DAXX
cg25644380,BCL3
cg25645338,APC
cg25645687,FOXL2
cg25647583,FES
cg25649000,PTPRT
cg25652024,SND1
cg25658276,FLT4
cg25661571,AXIN2
cg25661973,OLIG2
cg25667335,PDGFRA
cg25671500,HOXC13
cg25671837,RSPO3
cg25676074,NCOA2
cg25676335,RB1
cg25676471,PDGFB
cg25686125,AR
cg25686860,GATA2
cg25688583,TCF12
cg25695466,PTPN11
cg25699759,NTRK3
cg25701114,HIST1H3B
cg25701364,TRIM27
cg25702780,MECOM
cg25704407,TCF3
cg25706502,PRDM16
cg25707951,TCF12
cg25708695,TP63
cg25711558,CUX1
cg25712316,LASP1
cg25715964,CUX1
cg25720804,TLX3
cg25721732,DCTN1
cg25722465,KDR
cg25724814,ELK4
cg25727569,CACNA1D
cg25729716,CD79B
cg25730573,BCL2
cg25735490,COL1A1
cg25736251,FHIT
cg25742300,LRP1B
cg25744017,MYO5A
cg25744613,ZBTB16
cg25745135,PRDM16
cg25746226,MSH2
cg25747190,SND1
cg25748136,AXIN2
cg25748441,CASP8
cg25749254,KLF6
cg25750451,NCOR2
cg25753010,BRCA2
cg25754673,NCOR2
cg25758545,SALL4
cg25759533,MLLT1
cg25763306,CAMTA1
cg25763426,NCOR2
cg25763538,KRAS
cg25765619,MAFB
cg25767192,PPP2R1A
cg25769417,PAX7
cg25770267,CAMTA1
cg25770397,KDSR
cg25771041,WWTR1
cg25772723,GATA2
cg25773344,LRIG3
cg25777714,MAP2K2
cg25778220,SMAD4
cg25782229,WT1
cg25783497,PRDM16
cg25783719,SFRP4
cg25787300,CUX1
cg25789370,FGFR1OP
cg25792367,SND1
cg25793587,SMAD3
cg25794402,NCOA4
cg25795625,IDH1
cg25798409,ERBB4
cg25801292,KEAP1
cg25803927,MN1
cg25809290,PAX3
cg25809301,FOXP1
cg25810379,MEN1
cg25811402,NFKB2
cg25811527,AKT2
cg25811633,FOXP1
cg25813149,WHSC1
cg25815893,EGFR
cg25819027,RAC1
cg25825726,MLLT1
cg25826331,MYC
cg25826457,HLF
cg25827144,FOXP1
cg25834568,RSPO3
cg25839663,PRDM16
cg25840780,NFATC2
cg25845203,AFF3
cg25846022,FUBP1
cg25848827,CAMTA1
cg25849029,PRDM16
cg25849265,SETD2
cg25853622,LPP
cg25855768,SND1
cg25857307,STAT3
cg25860795,FLI1
cg25864757,SETD2
cg25868465,MSH2
cg25873875,NCOR1
cg25875953,PRDM16
cg25879360,FAT4
cg25881344,ETNK1
cg25884094,PCM1
cg25887619,CUX1
cg25892761,RNF213
cg25907686,RNF213
cg25917609,GOLGA5
cg25918359,ELF4
cg25921461,MLLT3
cg25921543,FHIT
cg25921910,CDC73
cg25922032,APC
cg25922680,TRIM27
cg25922751,NCOR2
cg25926515,TET1
cg25929976,PPARG
cg25932378,STIL
cg25932566,ZBTB16
cg25933091,EP300
cg25934268,TRRAP
cg25934495,TNFAIP3
cg25935985,FLT4
cg25936147,HOXC13
cg25939350,TERT
cg25941751,EPAS1
cg25942450,TLX3
cg25945303,KLF6
cg25947773,ACSL3
cg25948031,EBF1
cg25949649,KDM6A
cg25953220,EZR
cg25954028,NCOR2
cg25955850,TRRAP
cg25956089,MECOM
cg25963429,CREB3L1
cg25969659,WHSC1
cg25970491,CLTCL1
cg25971086,TNFAIP3
cg25974448,CAMTA1
cg25975248,VHL
cg25979526,MYO5A
cg25980344,NPM1
cg25982140,CXCR4
cg25983380,GNAS
cg25984524,NT5C2
cg25984791,DDX10
cg25986727,NUMA1
cg25987936,AR
cg25988603,CD74
cg25989668,TRIP11
cg25990678,MAP2K2
cg25996119,NKX2-1
cg25999578,HOXA9
cg25999722,ALK
cg26000536,PRDM16
cg26003280,AR
cg26004086,PRDM16
cg26006767,TRIM27
cg26006951,TERT
cg26008369,PDE4DIP
cg26012103,SOCS1
cg26014066,AR
cg26014413,PRDM16
cg26017484,PRDM16
cg26019258,FOXO3
cg26023960,AKT1
cg26026748,PBX1
cg26027482,ERC1
cg26033657,PRKAR1A
cg26039954,SPEN
cg26044566,PRDM16
cg26046341,BCOR
cg26046953,MSI2
cg26047313,HEY1
cg26048630,PRRX1
cg26048690,GPHN
cg26053881,PRDM16
cg26055062,EGFR
cg26055420,FAM46C
cg26055488,CANT1
cg26058714,MECOM
cg26058971,SPEN
cg26059919,SPEN
cg26060583,NCOA2
cg26068079,NRG1
cg26068141,NCOA2
cg26069837,KIF5B
cg26076905,PIK3R1
cg26081762,TRRAP
cg26085285,MAX
cg26089753,ESR1
cg26090469,AFF4
cg26098650,ARHGEF12
cg26099061,MN1
cg26099570,FOXO3
cg26099837,AKT1
cg26104800,RBM10
cg26105214,PTPRT
cg26105702,IDH1
cg26108843,ERG
cg26111030,ERBB2
cg26115370,CHCHD7
cg26116103,ATF1
cg26117521,EBF1
cg26118713,EZH2
cg26119796,RB1
cg26121782,LMO1
cg26124569,LPP
cg26129545,CD74
cg26130023,SMAD2
cg26131881,XPO1
cg26142482,YWHAE
cg26142490,ABI1
cg26143944,NTRK3
cg26149167,TPM4
cg26149739,BCL11A
cg26151740,CNOT3
cg26152704,CAMTA1
cg26153353,PRDM16
cg26153483,NCOA1
cg26154819,EBF1
cg26156085,TSHR
cg26157031,BIRC3
cg26157948,BCL3
cg26158180,NTRK3
cg26159077,ETV5
cg26160189,FAT1
cg26160196,DEK
cg26161747,CUX1
cg26161885,CAMTA1
cg26163153,RHOH
cg26164681,SMO
cg26172051,LPP
cg26176158,NT5C2
cg26179022,MAX
cg26181865,TCEA1
cg26185859,BCL11A
cg26188299,BCL11A
cg26188632,TRIM27
cg26196087,NOTCH2
cg26204477,MLLT6
cg26213224,EGFR
cg26217185,GAS7
cg26218692,BCL7A
cg26220339,GNAQ
cg26221243,MYC
cg26221342,TERT
cg26222332,PRDM16
cg26222407,STAG2
cg26227248,FOXP1
cg26228024,PRDM16
cg26228696,ARNT
cg26229018,CAMTA1
cg26230245,MTOR
cg26232187,NTRK3
cg26239233,CIITA
cg26241416,HSP90AB1
cg26245086,AFF1
cg26245202,ELK4
cg26246078,KTN1
cg26247309,PDGFRB
cg26249245,CUX1
cg26251382,CAMTA1
cg26251680,CAMTA1
cg26253070,CAMTA1
cg26254149,TRIP11
cg26255689,PTPRB
cg26256192,BCL3
cg26265279,CACNA1D
cg26267340,NRG1
cg26271591,NFE2L2
cg26277197,EGFR
cg26277730,BCL2
cg26279814,CDK12
cg26283098,GAS7
cg26283202,USP8
cg26283893,HOXC13
cg26286239,ARID1B
cg26288715,MYB
cg26291195,TRRAP
cg26294431,ERBB4
cg26296101,RHOH
cg26300135,PRDM16
cg26301908,SOCS1
cg26306815,MED12
cg26308330,PRRX1
cg26308530,AXIN2
cg26309194,TMPRSS2
cg26311658,MDM4
cg26315985,JAK1
cg26318252,LPP
cg26319641,CRTC1
cg26322434,FHIT
cg26323077,MAML2
cg26328058,TRIP11
cg26328687,MAML2
cg26329274,ITK
cg26332985,SUFU
cg26336790,TERT
cg26337277,TMPRSS2
cg26337738,CLIP1
cg26338050,AFF3
cg26344024,FOXP1
cg26344379,ERBB3
cg26348616,TOP1
cg26351406,PRDM1
cg26353484,CNBP
cg26358659,FHIT
cg26358945,TCEA1
cg26359133,SH2B3
cg26360881,RUNX1
cg26364899,PPARG
cg26365152,TBL1XR1
cg26365299,HOXA9
cg26370911,FGFR2
cg26373351,ETV6
cg26376346,TGFBR2
cg26377281,CCND2
cg26378056,CBLB
cg26380291,TCF7L2
cg26381742,TFE3
cg26385126,NCOR2
cg26385256,FGFR1
cg26386624,HOXC11
cg26386740,BCL11A
cg26386886,CDKN1B
cg26387072,CUX1
cg26389756,FAT4
cg26392005,TSHR
cg26392439,AFF1
cg26396443,BCL11B
cg26396452,MAX
cg26397188,WIF1
cg26399164,CCND1
cg26399994,PTPRC
cg26405020,FES
cg26406292,HIP1
cg26406891,NCOR2
cg26406994,RAP1GDS1
cg26407161,PRDM16
cg26408224,MSI2
cg26408382,LMNA
cg26410133,TRIM33
cg26410450,MYOD1
cg26413307,LRP1B
cg26413691,CAMTA1
cg26420444,MLLT10
cg26422472,FLI1
cg26425669,CXCR4
cg26425711,PRDM16
cg26426080,PRDM16
cg26426162,TRRAP
cg26427896,ALK
cg26428727,NTRK1
cg26428889,MET
cg26430287,SMAD3
cg26431298,PRCC
cg26431595,CASC5
cg26432171,RAF1
cg26433102,IRF4
cg26433368,PAX7
cg26435254,PRDM16
cg26437306,LIFR
cg26439352,TRRAP
cg26440586,MLLT10
cg26441142,MYC
cg26442607,TSC2
cg26452915,GNAS
cg26454724,FAT1
cg26456528,JUN
cg26458617,BRCA2
cg26459114,NCOR2
cg26459430,FSTL3
cg26462212,AXIN1
cg26464446,HOXA11
cg26465251,MYH9
cg26470501,BCL3
cg26470599,DNMT3A
cg26472910,FLT3
cg26474270,ZFHX3
cg26476852,HOXA9
cg26480626,FGFR4
cg26487088,PML
cg26487562,PRKACA
cg26489176,WHSC1
cg26489179,BCOR
cg26492847,MAML2
cg26498015,AR
cg26500801,KEAP1
cg26500914,DAXX
cg26501657,SH2B3
cg26505691,IL21R
cg26507422,CBFA2T3
cg26508465,CDH1
cg26509569,MYH11
cg26512254,HOXA13
cg26513591,PRDM16
cg26515755,MYH11
cg26517171,TLX3
cg26517714,TLX3
cg26519783,STAG2
cg26520908,PRDM16
cg26521092,DAXX
cg26521404,HOXA9
cg26521561,SF3B1
cg26524350,NCOR2
cg26525629,AXIN1
cg26530301,PAX7
cg26533717,CDX2
cg26534489,GNAS
cg26537941,PRDM16
